Strike,Stock,option_price,IV,Time
21000.0,18127.35,27.6,0.14,0.26575342465753427
22000.0,18127.35,12.25,0.15,0.26575342465753427
23000.0,18127.35,9.4,0.18,0.26575342465753427
24000.0,18127.35,6.85,0.2,0.26575342465753427
18000.0,18127.35,789.1,0.11,0.26575342465753427
19000.0,18127.35,290.0,0.12,0.26575342465753427
11000.0,18127.35,0.0,-0.3,0.26575342465753427
12000.0,18127.35,0.0,-0.2,0.26575342465753427
20000.0,18127.35,69.95,0.11,0.26575342465753427
21000.0,17806.8,18.0,0.14,0.26301369863013696
22000.0,17806.8,11.25,0.17,0.26301369863013696
23000.0,17806.8,8.25,0.19,0.26301369863013696
24000.0,17806.8,6.85,0.22,0.26301369863013696
18000.0,17806.8,620.8,0.13,0.26301369863013696
19000.0,17806.8,194.65,0.12,0.26301369863013696
17000.0,17806.8,1310.0,0.12,0.26301369863013696
11000.0,17806.8,0.0,-0.3,0.26301369863013696
12000.0,17806.8,0.0,-0.2,0.26301369863013696
20000.0,17806.8,46.0,0.12,0.26301369863013696
21000.0,18014.6,15.0,0.13,0.2547945205479452
22000.0,18014.6,10.95,0.16,0.2547945205479452
23000.0,18014.6,7.55,0.19,0.2547945205479452
24000.0,18014.6,6.85,0.21,0.2547945205479452
18000.0,18014.6,687.6,0.11,0.2547945205479452
19000.0,18014.6,223.0,0.11,0.2547945205479452
11000.0,18014.6,0.0,-0.3,0.2547945205479452
12000.0,18014.6,0.0,-0.2,0.2547945205479452
20000.0,18014.6,45.15,0.11,0.2547945205479452
21000.0,18132.3,15.25,0.12,0.25205479452054796
22000.0,18132.3,7.6,0.15,0.25205479452054796
23000.0,18132.3,7.15,0.18,0.25205479452054796
24000.0,18132.3,6.85,0.21,0.25205479452054796
18000.0,18132.3,757.45,0.11,0.25205479452054796
19000.0,18132.3,254.25,0.11,0.25205479452054796
11000.0,18132.3,0.0,-0.3,0.25205479452054796
12000.0,18132.3,0.0,-0.2,0.25205479452054796
20000.0,18132.3,53.55,0.11,0.25205479452054796
21000.0,18122.5,15.25,0.13,0.2493150684931507
22000.0,18122.5,6.8,0.15,0.2493150684931507
23000.0,18122.5,8.55,0.19,0.2493150684931507
24000.0,18122.5,6.85,0.21,0.2493150684931507
18000.0,18122.5,744.0,0.11,0.2493150684931507
19000.0,18122.5,246.0,0.11,0.2493150684931507
11000.0,18122.5,0.0,-0.3,0.2493150684931507
12000.0,18122.5,0.0,-0.2,0.2493150684931507
20000.0,18122.5,51.35,0.11,0.2493150684931507
21000.0,18191.0,15.4,0.12,0.2465753424657534
22000.0,18191.0,7.1,0.15,0.2465753424657534
23000.0,18191.0,6.65,0.18,0.2465753424657534
24000.0,18191.0,6.85,0.21,0.2465753424657534
18000.0,18191.0,778.0,0.1,0.2465753424657534
19000.0,18191.0,261.85,0.11,0.2465753424657534
20000.0,18191.0,54.5,0.11,0.2465753424657534
12000.0,18191.0,0.0,-0.3,0.2465753424657534
17100.0,18105.3,0.0,-0.0,0.24383561643835616
17150.0,18105.3,0.0,-0.0,0.24383561643835616
17200.0,18105.3,0.0,-0.0,0.24383561643835616
17250.0,18105.3,0.0,-0.0,0.24383561643835616
17300.0,18105.3,0.0,-0.0,0.24383561643835616
17350.0,18105.3,0.0,-0.0,0.24383561643835616
17400.0,18105.3,0.0,-0.0,0.24383561643835616
17450.0,18105.3,0.0,-0.0,0.24383561643835616
21000.0,18105.3,14.0,0.13,0.24383561643835616
22000.0,18105.3,7.2,0.15,0.24383561643835616
23000.0,18105.3,7.25,0.19,0.24383561643835616
24000.0,18105.3,7.0,0.22,0.24383561643835616
17500.0,18105.3,1066.0,0.09,0.24383561643835616
17550.0,18105.3,0.0,-0.0,0.24383561643835616
17600.0,18105.3,0.0,-0.0,0.24383561643835616
17650.0,18105.3,0.0,-0.0,0.24383561643835616
17700.0,18105.3,0.0,-0.0,0.24383561643835616
17750.0,18105.3,0.0,-0.0,0.24383561643835616
17800.0,18105.3,0.0,-0.0,0.24383561643835616
17850.0,18105.3,0.0,-0.0,0.24383561643835616
17900.0,18105.3,0.0,-0.0,0.24383561643835616
17950.0,18105.3,0.0,-0.0,0.24383561643835616
18000.0,18105.3,727.55,0.11,0.24383561643835616
18050.0,18105.3,0.0,-0.0,0.24383561643835616
18100.0,18105.3,714.75,0.13,0.24383561643835616
18150.0,18105.3,0.0,-0.0,0.24383561643835616
18200.0,18105.3,605.5,0.11,0.24383561643835616
18250.0,18105.3,0.0,-0.0,0.24383561643835616
18300.0,18105.3,398.25,0.07,0.24383561643835616
18350.0,18105.3,0.0,-0.0,0.24383561643835616
18400.0,18105.3,515.85,0.12,0.24383561643835616
18450.0,18105.3,0.0,-0.0,0.24383561643835616
18500.0,18105.3,444.7,0.11,0.24383561643835616
18550.0,18105.3,0.0,-5.8,0.24383561643835616
18600.0,18105.3,399.65,0.11,0.24383561643835616
18650.0,18105.3,0.0,0.0,0.24383561643835616
18700.0,18105.3,0.0,0.0,0.24383561643835616
18750.0,18105.3,0.0,0.0,0.24383561643835616
18800.0,18105.3,0.0,0.0,0.24383561643835616
18850.0,18105.3,0.0,0.01,0.24383561643835616
18900.0,18105.3,0.0,0.01,0.24383561643835616
18950.0,18105.3,0.0,0.01,0.24383561643835616
19000.0,18105.3,235.85,0.11,0.24383561643835616
19050.0,18105.3,0.0,0.01,0.24383561643835616
19100.0,18105.3,0.0,0.01,0.24383561643835616
19150.0,18105.3,0.0,0.02,0.24383561643835616
19200.0,18105.3,0.0,0.02,0.24383561643835616
19250.0,18105.3,0.0,0.02,0.24383561643835616
19300.0,18105.3,0.0,0.02,0.24383561643835616
19350.0,18105.3,0.0,0.02,0.24383561643835616
19400.0,18105.3,0.0,0.02,0.24383561643835616
19450.0,18105.3,0.0,0.03,0.24383561643835616
19500.0,18105.3,106.0,0.11,0.24383561643835616
19550.0,18105.3,0.0,0.03,0.24383561643835616
19600.0,18105.3,0.0,0.03,0.24383561643835616
19650.0,18105.3,0.0,0.03,0.24383561643835616
19700.0,18105.3,0.0,0.04,0.24383561643835616
20000.0,18105.3,45.0,0.11,0.24383561643835616
12000.0,18105.3,0.0,-0.3,0.24383561643835616
16700.0,18105.3,0.0,-0.0,0.24383561643835616
16750.0,18105.3,0.0,-0.0,0.24383561643835616
16800.0,18105.3,0.0,-0.0,0.24383561643835616
16850.0,18105.3,0.0,-0.0,0.24383561643835616
16900.0,18105.3,0.0,-0.0,0.24383561643835616
16950.0,18105.3,0.0,-0.0,0.24383561643835616
17050.0,18105.3,0.0,-0.0,0.24383561643835616
16800.0,18197.45,0.0,-0.0,0.2356164383561644
16600.0,18197.45,0.0,-0.0,0.2356164383561644
16650.0,18197.45,0.0,-0.0,0.2356164383561644
16700.0,18197.45,0.0,-0.0,0.2356164383561644
12000.0,18197.45,0.0,-0.3,0.2356164383561644
23000.0,18197.45,7.7,0.19,0.2356164383561644
24000.0,18197.45,7.0,0.22,0.2356164383561644
20000.0,18197.45,42.55,0.1,0.2356164383561644
21000.0,18197.45,14.15,0.13,0.2356164383561644
22000.0,18197.45,7.0,0.15,0.2356164383561644
19700.0,18197.45,0.0,0.03,0.2356164383561644
19550.0,18197.45,0.0,0.03,0.2356164383561644
19600.0,18197.45,0.0,0.03,0.2356164383561644
19650.0,18197.45,0.0,0.03,0.2356164383561644
19450.0,18197.45,0.0,0.02,0.2356164383561644
19500.0,18197.45,101.85,0.1,0.2356164383561644
19350.0,18197.45,0.0,0.02,0.2356164383561644
19400.0,18197.45,0.0,0.02,0.2356164383561644
19200.0,18197.45,0.0,0.02,0.2356164383561644
19250.0,18197.45,0.0,0.02,0.2356164383561644
19300.0,18197.45,0.0,0.02,0.2356164383561644
19100.0,18197.45,279.0,0.13,0.2356164383561644
19150.0,18197.45,0.0,0.01,0.2356164383561644
18950.0,18197.45,0.0,0.01,0.2356164383561644
19000.0,18197.45,229.1,0.1,0.2356164383561644
19050.0,18197.45,0.0,0.01,0.2356164383561644
18850.0,18197.45,0.0,0.0,0.2356164383561644
18900.0,18197.45,0.0,0.0,0.2356164383561644
18750.0,18197.45,0.0,0.0,0.2356164383561644
18800.0,18197.45,0.0,0.0,0.2356164383561644
18600.0,18197.45,398.45,0.1,0.2356164383561644
18650.0,18197.45,0.0,0.0,0.2356164383561644
18700.0,18197.45,0.0,0.0,0.2356164383561644
18500.0,18197.45,454.95,0.11,0.2356164383561644
18550.0,18197.45,0.0,-0.0,0.2356164383561644
18350.0,18197.45,0.0,-0.0,0.2356164383561644
18400.0,18197.45,506.0,0.1,0.2356164383561644
18450.0,18197.45,0.0,-0.0,0.2356164383561644
18200.0,18197.45,620.8,0.1,0.2356164383561644
18250.0,18197.45,0.0,-0.0,0.2356164383561644
18300.0,18197.45,570.0,0.11,0.2356164383561644
18100.0,18197.45,681.0,0.1,0.2356164383561644
18150.0,18197.45,0.0,-0.0,0.2356164383561644
18000.0,18197.45,750.25,0.1,0.2356164383561644
18050.0,18197.45,0.0,-0.0,0.2356164383561644
17850.0,18197.45,0.0,-0.0,0.2356164383561644
17900.0,18197.45,0.0,-0.0,0.2356164383561644
17950.0,18197.45,0.0,-0.0,0.2356164383561644
17750.0,18197.45,0.0,-0.0,0.2356164383561644
17800.0,18197.45,0.0,-0.0,0.2356164383561644
17650.0,18197.45,0.0,-0.0,0.2356164383561644
17700.0,18197.45,0.0,-0.0,0.2356164383561644
17500.0,18197.45,1099.0,0.04,0.2356164383561644
17550.0,18197.45,0.0,-0.0,0.2356164383561644
17600.0,18197.45,0.0,-0.0,0.2356164383561644
17350.0,18197.45,0.0,-0.0,0.2356164383561644
17400.0,18197.45,0.0,-0.0,0.2356164383561644
17450.0,18197.45,0.0,-0.0,0.2356164383561644
17250.0,18197.45,0.0,-0.0,0.2356164383561644
17300.0,18197.45,0.0,-0.0,0.2356164383561644
17150.0,18197.45,0.0,-0.0,0.2356164383561644
17200.0,18197.45,0.0,-0.0,0.2356164383561644
17050.0,18197.45,0.0,-0.0,0.2356164383561644
17100.0,18197.45,0.0,-0.0,0.2356164383561644
16850.0,18197.45,0.0,-0.0,0.2356164383561644
16900.0,18197.45,0.0,-0.0,0.2356164383561644
16950.0,18197.45,0.0,-0.0,0.2356164383561644
16750.0,18197.45,0.0,-0.0,0.2356164383561644
16800.0,18232.55,0.0,-0.0,0.2328767123287671
16600.0,18232.55,0.0,-0.0,0.2328767123287671
16650.0,18232.55,0.0,-0.0,0.2328767123287671
16700.0,18232.55,0.0,-0.0,0.2328767123287671
12000.0,18232.55,0.0,-0.3,0.2328767123287671
23000.0,18232.55,7.2,0.18,0.2328767123287671
24000.0,18232.55,7.0,0.22,0.2328767123287671
20000.0,18232.55,41.55,0.1,0.2328767123287671
21000.0,18232.55,13.25,0.12,0.2328767123287671
22000.0,18232.55,6.65,0.15,0.2328767123287671
19700.0,18232.55,0.0,0.03,0.2328767123287671
19550.0,18232.55,0.0,0.03,0.2328767123287671
19600.0,18232.55,0.0,0.03,0.2328767123287671
19650.0,18232.55,0.0,0.03,0.2328767123287671
19450.0,18232.55,0.0,0.02,0.2328767123287671
19500.0,18232.55,104.9,0.1,0.2328767123287671
19350.0,18232.55,0.0,0.02,0.2328767123287671
19400.0,18232.55,0.0,0.02,0.2328767123287671
19200.0,18232.55,0.0,0.01,0.2328767123287671
19250.0,18232.55,0.0,0.02,0.2328767123287671
19300.0,18232.55,0.0,0.02,0.2328767123287671
19100.0,18232.55,279.0,0.13,0.2328767123287671
19150.0,18232.55,0.0,0.01,0.2328767123287671
18950.0,18232.55,0.0,0.01,0.2328767123287671
19000.0,18232.55,237.2,0.1,0.2328767123287671
19050.0,18232.55,0.0,0.01,0.2328767123287671
18850.0,18232.55,0.0,0.0,0.2328767123287671
18900.0,18232.55,0.0,0.0,0.2328767123287671
18700.0,18232.55,364.95,0.1,0.2328767123287671
18750.0,18232.55,0.0,0.0,0.2328767123287671
18800.0,18232.55,0.0,0.0,0.2328767123287671
18600.0,18232.55,409.5,0.1,0.2328767123287671
18650.0,18232.55,0.0,-0.0,0.2328767123287671
18500.0,18232.55,463.0,0.1,0.2328767123287671
18550.0,18232.55,0.0,-0.0,0.2328767123287671
18350.0,18232.55,0.0,-0.0,0.2328767123287671
18400.0,18232.55,518.0,0.1,0.2328767123287671
18450.0,18232.55,0.0,-0.0,0.2328767123287671
18200.0,18232.55,643.05,0.1,0.2328767123287671
18250.0,18232.55,0.0,-0.0,0.2328767123287671
18300.0,18232.55,580.1,0.1,0.2328767123287671
18100.0,18232.55,700.0,0.1,0.2328767123287671
18150.0,18232.55,0.0,-0.0,0.2328767123287671
18000.0,18232.55,763.0,0.1,0.2328767123287671
18050.0,18232.55,0.0,-0.0,0.2328767123287671
17850.0,18232.55,0.0,-0.0,0.2328767123287671
17900.0,18232.55,0.0,-0.0,0.2328767123287671
17950.0,18232.55,0.0,-0.0,0.2328767123287671
17750.0,18232.55,0.0,-0.0,0.2328767123287671
17800.0,18232.55,0.0,-0.0,0.2328767123287671
17650.0,18232.55,0.0,-0.0,0.2328767123287671
17700.0,18232.55,0.0,-0.0,0.2328767123287671
17550.0,18232.55,0.0,-0.0,0.2328767123287671
17600.0,18232.55,0.0,-0.0,0.2328767123287671
17350.0,18232.55,0.0,-0.0,0.2328767123287671
17400.0,18232.55,0.0,-0.0,0.2328767123287671
17450.0,18232.55,0.0,-0.0,0.2328767123287671
17250.0,18232.55,0.0,-0.0,0.2328767123287671
17300.0,18232.55,0.0,-0.0,0.2328767123287671
17100.0,18232.55,0.0,-0.0,0.2328767123287671
17150.0,18232.55,0.0,-0.0,0.2328767123287671
17200.0,18232.55,0.0,-0.0,0.2328767123287671
17050.0,18232.55,0.0,-0.0,0.2328767123287671
16850.0,18232.55,0.0,-0.0,0.2328767123287671
16900.0,18232.55,0.0,-0.0,0.2328767123287671
16950.0,18232.55,0.0,-0.0,0.2328767123287671
16750.0,18232.55,0.0,-0.0,0.2328767123287671
16750.0,18042.95,0.0,-0.0,0.23013698630136986
16800.0,18042.95,0.0,-0.0,0.23013698630136986
16600.0,18042.95,0.0,-0.0,0.23013698630136986
16650.0,18042.95,0.0,-0.0,0.23013698630136986
16700.0,18042.95,0.0,-0.0,0.23013698630136986
12000.0,18042.95,0.0,-0.3,0.23013698630136986
23000.0,18042.95,7.0,0.19,0.23013698630136986
24000.0,18042.95,7.0,0.23,0.23013698630136986
20000.0,18042.95,34.55,0.11,0.23013698630136986
21000.0,18042.95,12.45,0.13,0.23013698630136986
22000.0,18042.95,6.95,0.16,0.23013698630136986
19700.0,18042.95,0.0,0.04,0.23013698630136986
19750.0,18042.95,0.0,0.04,0.23013698630136986
19550.0,18042.95,0.0,0.03,0.23013698630136986
19600.0,18042.95,0.0,0.04,0.23013698630136986
